age,Company name,Company Twitter,"Nb. of 
Employees",What do they do (Verbatim - 10 words max.)   ,Link to website,HQ City,HQ Country,CEO name,CEO Twitter,CEO's Twitter,Link to jobpage,
Old,Funnely,twitter.com/Funne_ly,1-10,Drive qualified leads at a lower cost and transform interested shoppers into buyers.,funne.ly/,"Mountain View, CA",USA,Lucila Campos,lupincampos,twitter.com/lupincampos,angel list,
Old,Futurelytics,twitter.com/futurelytics,1-10,Maximize customer loyalty and revenue. automation platform for e-commerce. ,www.futurelytics.com/,Ostrava,Czech Rep,Daniel Hastik,danhastik,twitter.com/danhastik,angel list,
Old,G2i,twitter.com/g2i_co,1-10,React.js & React Native Development You Can Trust,https://jobs.lever.co/g2i," Delray Beach, FL",USA,Gabe Greenberg,,https://twitter.com/gabe_g2i,https://g2i.co,
New,Gatekeeper,twitter.com/gatekeeperhq,1-10,Bringing clarity to supplier and contract data,https://www.gatekeeperhq.com/,"Vancouver, BC",Canada,Patrick O'Connor,,,,
Old,GatherContent,twitter.com/GatherContent,11-50,"Painlessly plan, organise and produce web con",https://gathercontent.com,London,UK,James Deer,,https://twitter.com/jamesdeer,https://gathercontent.com/careers,
Old,Gear Stream,twitter.com/gearstream,,"Product Innovation, Delivery Speed, & Organizational Agility",https://www.gearstream.com/,"Raleigh, NC",USA,Brad Murphy,,,,
Old,General Assembly,twitter.com/GA,11-50,Online and Campus education,https://generalassemb.ly,"New York, NY",USA,Jake Schwartz,jakeschwartz,twitter.com/jakeschwartz,https://generalassemb.ly/careers,
Old,Genuitec,twitter.com/Genuitec,51-200,Makers of the award winning MyEclipse technology suite for Java EE application development ,https://www.genuitec.com,"Flower Mound, TX",USA,Maher Masri,maherhmasri,twitter.com/maherhmasri,https://www.genuitec.com/company/careers/,
Old,GetFileCloud,twitter.com/tonido,1-10,Organize enterprise information and make it universally accessible,https://www.getfilecloud.com/about-filecloud-team/,"Austin, TX",USA,Madhan Kanagavel,,https://twitter.com/madhankk,https://www.getfilecloud.com/jobs/,
Old,GetIncredibles,twitter.com/getincredibles,1-10,Premium domains based marketplace for remote work.,https://angel.co/get-incredibles,"San Jose, CA",USA,Mannan Amin,,,https://getincredibles.com,
Old,Ghost,twitter.com/tryghost,1-10,Publishing platform.,https://ghost.org/,Singapore,Singapore,John O'Nolan,JohnONolan,twitter.com/JohnONolan,https://ghost.org/about/,
Old,Giant Swarm,twitter.com/giantswarm,11-50,Managed Kubernetes Anywhere.,https://giantswarm.io/,"Köln, Germany",Germany,Henning Lange,henninglange,twitter.com/henninglange,https://angel.co/giant-swarm/jobs,
Old,GigaOM,twitter.com/gigaom,51-200,"Technology news, trends and analysis covering mobile, big data, cloud, science, energy and media.",https://gigaom.com,"San Francisco, CA",USA,they just changed,,,http://jobs.gigaom.com/,
Old,GigSalad,twitter.com/GigSalad,11-50,Marketplace for hiring entertainment,https://www.gigsalad.com/,"Springfield, MO",USA,Mark Steiner,marksdiner,twitter.com/marksdiner,https://gigsalad.workable.com/,
Old,Gigster,twitter.com/trygigster,11-50,Vetted network of top 5% freelancers worldwide,https://gigster.com/,"San Francisco, CA",USA,Roger Dickey,,https://twitter.com/rogerdickey,,
Old,Gistia,twitter.com/GistiaLabs,1-10,Javascript Engineering Experts,http://gistia.com/,"Miami, FL",USA,Carlos Taborda,,https://twitter.com/cartab,http://www.gistia.com/,
Old,Gitbook ,twitter.com/gitbookio,1-10,"GitBook is where you create, write and organize documentation and books with your team.",https://www.gitbook.com/,,USA,Aaron O'Mullan,aaronomullan,twitter.com/aaronomullan,http://jobs.gitbook.com/,
Old,GitHub,twitter.com/github,201-500,GitHub is where people build software,https://github.com/,"San Francisco, CA",USA,Chris Wanstrath,defunkt,twitter.com/defunkt,https://jobs.github.com/,
Old,GitLab,twitter.com/gitlab,11-50,"GitLab includes git repository management, code reviews, issue tracking, wikis and much more.",https://gitlab.com/,"San Francisco, CA",USA,Sytse 'Sid' Sijbrandij,sytses,twitter.com/sytses,https://about.gitlab.com/jobs/,
Old,GitPrime,twitter.com/gitprime,11-50,GitPrime is an analytics platform for software engineering performance,https://www.gitprime.com/,"Durango, CO",USA,Travis Kimmel,traviskimmel,twitter.com/traviskimmel,https://www.gitprime.com/jobs,
Old,Gitter,twitter.com/gitchat,1-10,Where developers come to talk,https://gitter.im/,London,UK,Mike Bartlett,mydigitalself,twitter.com/mydigitalself,http://jobs.gitter.im/,
Old,GlueNetworks ,twitter.com/gluenetworks,11-50,Pioneering the first intelligent automation engine and suite of networking applications,gluenetworks.com/,"Sacramento, Ca",USA,Jeff Gray,,twitter.com/,,
Old,GMB Fitness,twitter.com/gmbfit,11-50,Online fitness training,https://gmb.io,,,Andy Fossett,AndyFossett,twitter.com/AndyFossett,https://gmb.io/hiring/,
Old,Go Fish Digita,twitter.com/gofishdigital,11-50,"Specializing in Online Reputation Management, Search Engine Optimization, ...",gofishdigital.com,"McLean, Virginia ",USA,Brian Patterson,brianspatterson,twitter.com/brianspatterson,http://gofishdigital.com/careers/,
Old,GOFAR,twitter.com/gofarcar,1-10,"We log, score and improve driving beautifully",http://www.gofar.co/,Sydney,Australia,Danny Adams,,,http://www.gofar.co/jobs,
Old,GoHiring,twitter.com/gohiring,1-10,We are a bunch of technology geeks with a strong background in E-Recruitment.,http://www.gohiring.com/,Berlin,Germany,Florian Behn,JonathanDuarte,twitter.com/flobehn,http://www.gohiring.com/jobs.html,
Old,Goodway Group,twitter.com/goodwaygroup,51-200,A managed services programmatic media company,https://goodwaygroup.com/,"Jenkintown, PA",USA,David Wolk,,,https://goodwaygroup.com/careers/,
Old,GotSoccer,twitter.com/GotSoccer,1-10,Soccer's #1 Software Solution,https://home.gotsoccer.com/,"Neptune Beach, FL",USA,Gavin Owen-Thomas,,,,
Old,GovPredict,twitter.com/GovPredict,11-50,"Research, analytics, and actionable intelligence for winning public affairs campaigns",https://govpredict.com/,"Washington, DC",USA,Emil Pitkin,,,,
Old,GrabCAD,twitter.com/grabcad,11-50,world's largest community of mechanical engineers.,https://grabcad.com/,"Cambridge, MA",USA,Hardi Meybaum,,,http://blog.grabcad.com/jobs/,
New,Gradient Metrics,twitter.com/gradientmetrics,1-10,Marketers and technologists that build robust models to guide managers in their decisions.,http://gradientmetrics.com/,"New York, NY",USA,Tom Vladeck,,,,
Old,Gradle,twitter.com/gradle,11-50,"Open Source Build Tool ; Enterprise SaaS and on-premise. Fully remote. Java, Groovy, Kotlin.",https://gradle.com/careers,"San Francisco, CA",USA,Hans Dockter,,https://twitter.com/hans_d,,
Old,GrantStreet,N/A,51-200,Software at your service. ,https://www.grantstreet.com/,US,USA,Myles Harrington,,,https://www.grantstreet.com/careers/,
Old,Grape.io,twitter.com/chatgrapecom,1-10,Big Enterprise Messaging,https://chatgrape.com/,Vienna,Austria,Felix Häusler,felix_hau,twitter.com/felix_hau,https://chatgrape.com/jobs/,
Old,GrapheneDB,twitter.com/graphenedb,1-10,Cloud hosted Neo4j graph databases,http://www.graphenedb.com/,Canary Islands,Spain,Juanjo Andrés,albertoperdomo,,https://remoteok.io/remote-startups/graphenedb,
Old,Grasswire,twitter.com/Grasswire,11-50,The most important news in the world curated and fact-checked by you.,https://grasswire.com,"San Francisco, CA",USA,Austen Allred,AustenAllred,twitter.com/AustenAllred,,
Old,Graylog,twitter.com/graylog2,11-50,Graylog is the leading open source log management platform.,https://www.graylog.org,"Houston, TX",USA,Michael Sklar,michaelsklar,twitter.com/michaelsklar,https://www.graylog.org/jobs/,
Old,Greenback Tax Services,twitter.com/GreenbackTax,11-50,Expat Tax Services,https://www.greenbacktaxservices.com/jobs/,,USA,Carrie McKeegan,,https://twitter.com/cpmckeegan,www.greenbacktaxservices.com,
Old,Gridium,twitter.com/gridium,11-50,SAAS software for buildings,https://gridium.com/,"Menlo Park, CA",USA,Tom Arnold,TheTomArnold,twitter.com/TheTomArnold,https://gridium.com/about/working-at-gridium/,
,Gower St Analytics,twitter.com/gsa_tech,11-50,Improve efficiency of the global theatrical market through data science,https://gower.st,London,UK,Dimitrios Mitsinikos,,,,
Old,Groove,twitter.com/groove,11-50,See why 3000+ businesses have made the switch to the world's simplest help desk. ,https://www.groovehq.com/,"Mill Valley, CA",USA,Ethan Giffin,opie,twitter.com/opie,,
New,Growth Staff,N/A,1-10,We are your VP of Marketing + Entire Growth Team,https://growthstaff.co/,"Phoenix, AZ",USA,,,,,
Old,GuardTime,twitter.com/guardtime,51-200,Data-Centric Security.,https://guardtime.com/,Tallinn,Estonia,Mike Gault,mgault,twitter.com/mgault,https://guardtime.com/about/jobs,
Old,Hanno,twitter.com/wearehanno,1-10,A UX design team building digital products for changemakers,https://hanno.co/,London,UK,Jon Lay,jon_lay,twitter.com/jon_lay,https://github.com/wearehanno/playbook/wiki/New-Hires,
New,Happy Herbivore,twitter.com/happyherbivore,1-10,Help families eat healthier,https://www.getmealplans.com,"Los Angeles, CA",USA,Lindsay and Scott Nixon,,,,
Old,Harris,twitter.com/Harris_Computer,51-200,"Software solutions that offer choice, expertise and relationship",https://www.harriscomputer.com/,"Ottawa, OT",Canada,Jeff Bender,,,,
Old,Harvest,twitter.com/harvest,11-50,"Simple time tracking, fast online invoicing, and powerful reporting software.",www.getharvest.com/,"New York, NY",USA,Danny Wen,dannywen,twitter.com/dannywen,https://www.getharvest.com/careers,
Old,hashi Corp,twitter.com/hashicorp,51-200,Cloud Infrastructure Automation,https://www.hashicorp.com/,"San Francisco, CA",USA,Dave McJannet,,https://twitter.com/davidmcj,https://www.hashicorp.com/,
Old,Hasura,twitter.com/hasurahq,1-10,PaaS/BaaS solution to reuse & deploy code.,http://t.co/fSjMrZmMF4,Bangalore,India,Rajoshi Ghosh,rajoshighosh,twitter.com/rajoshighosh,https://hasura.io/Careers,
New,Hatimeria,twitter.com/hatimeria,1-10,We enable e-commerce businesses to grow while developing tomorrow’s leading e-commerce solutions today.,https://www.hatimeria.com/,Krakow,Poland,Bartosz Zakręta,,,,
Old,Haystack,twitter.com/haystackim,1-10,Search engine for stock photography,https://www.haystack.im/,"New York, NY",USA,Andrew Rowat,andrewrowat,twitter.com/andrewrowat,https://angel.co/haystack-im/jobs,
Old,Hazelcast,twitter.com/hazelcast,11-50,Open source In-Memory Data Grid,https://hazelcast.com/company/careers/,"Palo Alto, CA",USA,Greg Luck,,https://twitter.com/gregrluck,https://hazelcast.com/,
Old,HE:labs,twitter.com/helabs,51-200,Turn your ideas into great products,https://helabs.com/,Rio de Janeiro,Brazil,Rafael Miranda,rafaelmbr,twitter.com/rafaelmbr,https://helabs.recruiterbox.com/,
Old,Health Leads’,twitter.com/HealthLeadsNatl,11-50,Redefine healthcare to include patients’ basic resource needs,https://healthleadsusa.org/about-us/vision/,,USA,Alexandra Quinn,,,https://healthleadsusa.org/about-us/careers/open-positions/,
Old,Healthfinch ,twitter.com/healthfinch,11-50,"We build care redesign apps that alleviate burdensome tasks,",www.healthfinch.com,"Madison, WI",USA,Jonathan Baran,jonathanbaran,twitter.com/jonathanbaran,www.healthfinch.com/careers/,
Old,Heap,twitter.com/heap,11-50,analyze data instantly and retroactively. No shipping code. ,https://heapanalytics.com/,"San Francisco, CA",USA,Matin Movassate,matinm1,twitter.com/matinm1,https://heapanalytics.com/jobs,
Old,Heetch,twitter.com/heetch,51-200,Ride service oriented toward nightlife,http://www.heetch.com/,Paris,France,Teddy Pellerin,teddypellerin,twitter.com/teddypellerin,http://jobs.heetch.com/,
New,HelloMD,twitter.com/mfhadfield,11-50,Largest cannabis health and wellness community.,https://www.hellomd.com/,"San Francisco, CA",USA,Mark Hadfield,,,,
,HelpDocs,twitter.com/HelpDocs,1-10,Build and provide knowledge base software to enterprise companies,https://helpdocs.io,,UK,Jake Peters,,https://twitter.com/jakeapeters,,
Old,Help Scout,twitter.com/helpscout,11-50, A help desk for teams that insist on a delightful customer experience,http://www.helpscout.net,"Boston, MA",USA,Nick Francis,nickfrancis,twitter.com/nickfrancis,http://www.helpscout.net/careers/,
Old,"Helpjuice, Inc.",twitter.com/helpjuice,1-10,Enterprise Knowledge Management SaaS co.,https://helpjuice.com/,Miami - Sarajevo,Serbia,Emil Hajric,emilhajric,twitter.com/emilhajric,,
Old,Heroku,twitter.com/heroku,201-500,PaaS that enables developers to build and run applications entirely in the cloud,https://www.heroku.com/,"San Francisco, CA",USA,Tod Nielsen,,,https://www.heroku.com/careers,
Old,Herox,twitter.com/IamHerox,11-50,HeroX is a two-sided crowdsourcing marketplace ,herox.com,,,,,,,
Old,Hexbridge,twitter.com/hexbridge,1-10,Development Agency for Startups,http://hexbridge.com/,,,Andrei Canta,deiucanta,twitter.com/deiucanta,,
New,HeyTaco!,twitter.com/heytacoapp,1-10,Help people create more vibrant and positive communities.,https://www.heytaco.chat/,MD,USA,Doug Dosberg,,https://twitter.com/dosberg,,
Old,Hippo Education,twitter.com/hippoeducation,11-50,A new-school web based medical education company ,www.hippoed.com,,USA,Aaron Bright,aaronbrightmd,twitter.com/aaronbrightmd,http://www.careers.hippoed.com/,
Old,Hireology,twitter.com/hireology,51-200,Hireology is the leading hiring platform in the franchise and retail automotive industries.,https://www.hireology.com/,"Chicago, IL",USA,Adam Robinson,adrobins,twitter.com/adrobins,www.hireology.com/careers,
Old,HiringThing,twitter.com/hiringthing,1-10,Applicant tracking software,https://www.hiringthing.com/,"Bethlehem, PA ",USA,Joshua Siler,joshuasiler,twitter.com/joshuasiler,https://careers.hiringthing.com/,
New,Hirsh Marketing,https://www.hirshmarketing.com/careers/,1-10,Digital marketing strategy for influencers,https://www.hirshmarketing.com,"Austin, TX",USA,Emily Hirsh,,,,
Old,Hitlist,twitter.com/hitlist_app,1-10,Let us know what you're interested in & we'll bring the best options to you,www.hitlistapp.com,"New York, NY",USA,Gillian Morris,gillianim,twitter.com/gillianim,angel list https://angel.co/hitlist-1/jobs,
New,HoloMeeting,N/A,1-10,Revolutionising Remote Collaboration,https://www.holomeeting.io/,London,UK,,,,,
